title,date,venue,registration_link,source_url,description
"KSEA Philadelphia and New Jersey – KITEE Networking Event","2023-02-22","Han Dynasty, Cherry Hill, NJ","","https://ksealetters.com/2023/03/19/ksea-philadelphia-and-new-jersey-kitee-networking-event/","A joint networking event to promote networking and collaboration among KSEA and KITEE members in the Philadelphia and South/Central NJ area."
